,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20510,27379837,Lovely Flat In Great Area - 15 Mins From Center,108025548,Baharbin,Reinickendorf,West 3,52.582453734438154,13.29697312504307,Entire home/apt,99,2,6,2018-10-10,1.91,6,140
20511,27381616,"2. Room Apartment, Berlin-South",206354995,Jonas,Steglitz - Zehlendorf,Teltower Damm,52.43386325852777,13.276113018710976,Private room,40,1,0,,,1,0
20512,27384294,A 20 square meters room with balcony in Berlin,26294681,Abdelnasser,Reinickendorf,Ost 1,52.5697775003689,13.379411525879659,Private room,13,5,0,,,1,206
20513,27384381,Möbliertes Zimmer in sanierter Altbau-Wohnung,205905208,Frederic,Pankow,Prenzlauer Berg Ost,52.52979215879346,13.449108258357036,Private room,30,1,7,2018-10-24,2.92,1,23
20514,27384414,"Great location, one bed in a Spacious shared room",206367813,Henry,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488933783912344,13.390269234620025,Shared room,18,30,0,,,2,307
20515,27385360,"helle, 64qm Altbauwohnung in Berlin",206377466,Janice,Reinickendorf,West 4,52.5650354725867,13.318262862159147,Entire home/apt,35,3,1,2018-09-07,0.48,1,9
20516,27386835,Great location Spacious Double room,206367813,Henry,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48845728482785,13.39234935645785,Private room,32,30,0,,,2,341
20517,27387765,Room in a shared flat in Wedding!,138738522,Lea,Mitte,Wedding Zentrum,52.55413731637428,13.378569102656305,Private room,19,2,8,2018-09-14,2.76,1,0
20518,27388748,"Apartment in Berlin, 14 Min zum Alexander Platz",43669948,Evgeni,Lichtenberg,Neu Lichtenberg,52.507607530039614,13.510593444554706,Entire home/apt,80,1,23,2018-11-03,7.34,1,84
20519,27388862,Huge room in Tempelhof (near Neukölln/Kreuzberg),51197882,Lena,Tempelhof - Schöneberg,Tempelhof,52.45948993429167,13.387736166002126,Private room,25,3,0,,,2,0
20520,27390591,"Bright, spacious and calm apartment",38141709,Novina,Tempelhof - Schöneberg,Schöneberg-Nord,52.49362498710884,13.365765701868371,Entire home/apt,66,7,0,,,1,105
20521,27393007,Quiet room best location,206438719,Audra,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488826553182285,13.391935944927358,Private room,27,30,0,,,2,296
20522,27394953,Altbauzimmer im Szeneviertel,206414196,Maximilian,Neukölln,Reuterstraße,52.4851989109124,13.442847021502098,Private room,50,3,7,2018-11-04,2.28,1,13
20523,27397593,East Side Gallery- Alexanderplatz- by feet,30011180,Olga,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51529115140976,13.458674681923632,Private room,50,1,9,2018-11-04,3.65,1,345
20524,27398540,Berliner Wohnung mit sonniger Loggia,94380880,Nataša,Mitte,Parkviertel,52.545529892167224,13.350782528086329,Private room,40,1,1,2018-09-03,0.45,1,17
20525,27399193,In the Heart of Berlin Neukölln,206485562,Ahmee,Neukölln,Rixdorf,52.480642191540994,13.44936704473418,Private room,30,1,10,2018-10-31,3.33,1,72
20526,27399374,New Studio with Balcony view of Tempelhoferfeld,983718,Kathryn,Neukölln,Schillerpromenade,52.481242419327536,13.423362249015506,Entire home/apt,35,2,13,2018-10-23,7.36,1,13
20527,27400201,"Private bathroom/entrance near trains, cafes,parks",206494694,Justin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51694602857157,13.460531375375126,Private room,38,1,11,2018-10-12,3.59,1,90
20528,27401033,Cozy apartment at Postdamerstrasse,21719117,İmdat,Tempelhof - Schöneberg,Schöneberg-Nord,52.493616225821,13.362250268259954,Private room,75,1,0,,,1,0
20529,27402231,Room between Neukölln and Kreuzberg,90644137,Susan,Neukölln,Schillerpromenade,52.48555988107632,13.42345144167018,Private room,33,1,16,2018-11-06,4.9,2,107
20530,27410425,Cosy and bright room,68968502,Jorge,Charlottenburg-Wilm.,Neue Kantstraße,52.507181426467895,13.289137279632843,Private room,42,2,2,2018-11-05,2.0,1,329
20531,27410457,Room with premium balcony in Neukölln/Kreuzberg,90644137,Susan,Neukölln,Schillerpromenade,52.4858627365192,13.42365146629556,Private room,38,1,16,2018-11-06,5.05,2,83
20532,27410997,Big City Aprtment in Berlin-Friedrichshain,27952946,Katrin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52558648942112,13.450794887488644,Entire home/apt,200,3,12,2018-10-24,4.14,12,325
20533,27411832,ARTIST ATELIER  - FRIEDRICHSHAIN OSTKREUZ,9537303,Rémy,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50023100753684,13.462579655364742,Entire home/apt,40,3,0,,,1,63
20534,27412012,Fabulous space in Kreuzberg,8539150,Hanna,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48915809866802,13.387047485139314,Private room,40,1,8,2018-11-04,3.58,1,263
20535,27414504,Bedroom to share in our cozy apartment in wedding,76530705,Liv,Mitte,Wedding Zentrum,52.551011170956755,13.35671625755571,Shared room,24,1,20,2018-10-25,6.19,1,9
20536,27415212,LOVELY SMALL PALACE FOR 1 OR 2 SWEETHEARTS,206602411,Charlotte,Mitte,Moabit West,52.52670615980778,13.334202229307675,Private room,22,2,0,,,1,9
20537,27415300,Privatzimmer nähe Potsdamer Platz für 1-2 Personen,38227364,Anna,Tempelhof - Schöneberg,Schöneberg-Nord,52.49554120576458,13.362998761276831,Private room,40,3,16,2018-10-28,5.65,1,40
20538,27416731,160qm Apartement– sun flooded room,187245787,Hans,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47743487065646,13.329189630595506,Private room,32,2,2,2018-08-24,0.73,2,32
20539,27416910,Studio Apartment,49472627,Michael,Mitte,Regierungsviertel,52.51627879551911,13.390008467413626,Entire home/apt,140,1,0,,,5,329
20540,27418509,"Nollendorfplatz, Winterfeldtplatz, Berlin West",160867845,Assia,Tempelhof - Schöneberg,Schöneberg-Nord,52.496552833933535,13.351242866588136,Private room,70,2,0,,,2,362
20541,27419338,Studio Plus Apartment,49472627,Michael,Mitte,Regierungsviertel,52.51549145605548,13.390605762858364,Entire home/apt,150,1,1,2018-09-15,0.56,5,343
20542,27419512,Komfort Apartment,49472627,Michael,Mitte,Regierungsviertel,52.51491844644922,13.388941835012956,Entire home/apt,160,1,1,2018-09-14,0.55,5,349
20543,27419847,Gemütliche Wohnung im Wedding / Cozy flat,12852887,Fiona,Mitte,Osloer Straße,52.558131567004395,13.369192015120277,Private room,30,4,4,2018-09-08,1.43,1,0
20544,27420013,1 Room near Mauerpark/Mitte/Memorial Berlin Wall,108360793,Martin,Mitte,Brunnenstr. Nord,52.53671350532834,13.386181735747705,Private room,33,2,13,2018-11-07,4.43,1,66
20545,27420142,Komfort Plus Apartment,49472627,Michael,Mitte,Regierungsviertel,52.515468511778785,13.388956747886937,Entire home/apt,170,1,0,,,5,331
20546,27420421,Executive Apartment,49472627,Michael,Mitte,Regierungsviertel,52.51638462594549,13.388644167213302,Entire home/apt,200,1,0,,,5,345
20547,27420875,Spacious Room in the heart of Berlin,4393177,Daniela,Pankow,Prenzlauer Berg Süd,52.53378929171709,13.4226077311269,Private room,44,5,0,,,1,0
20548,27421071,Center city-west apartment,206634708,Robert,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49897902224725,13.312331912879007,Entire home/apt,60,1,21,2018-11-05,7.16,1,77
20549,27422127,Clean room best location,206438719,Audra,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490075343427506,13.390835886030548,Private room,27,30,0,,,2,333
20550,27422935,Bright Single room best location,206655088,Saul,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48808178619692,13.393382043441887,Private room,27,30,0,,,2,252
20551,27423281,Precious single room best location,206655088,Saul,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48951993901594,13.392041679290548,Private room,27,30,0,,,2,360
20552,27423368,"Stylisches Apartment,  Nähe Alexanderplatz",202447730,Elke,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51607874152519,13.445780392629194,Entire home/apt,90,3,10,2018-11-06,3.75,1,3
20553,27425561,Cosy room whit balcony in Altbau,206674863,Christian,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.517822519897464,13.460178435854301,Private room,29,5,3,2018-09-10,1.22,1,0
20554,27427767,Private room & bathroom in the hearth of Berlin,47702685,Paul,Mitte,Moabit Ost,52.52905683382412,13.369243078976035,Private room,65,1,10,2018-10-26,3.53,7,317
20555,27428289,Private room twin beds & bathroom in the center,47702685,Paul,Mitte,Moabit Ost,52.53039778111973,13.368116265030242,Private room,65,1,11,2018-10-26,3.98,7,327
20556,27429990,Zen room in Kreuzberg,202402388,Anna,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49716422443834,13.38490475670067,Private room,44,3,0,,,2,16
20557,27430193,"Sunny room, SXF 15min, City 30min",76091555,Tobias,Treptow - Köpenick,Adlershof,52.438583373753296,13.54361617858074,Private room,55,2,4,2018-10-12,1.38,3,363
20558,27430890,"Big, bright and cosy room in a great location :)",30515334,Elana,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50942435638381,13.46746944614512,Private room,30,3,14,2018-10-01,4.52,1,0
20559,27433504,"Sonniges, ruhiges Zimmer mit guten Anbindungen",74949166,Anne,Mitte,Wedding Zentrum,52.54917431813545,13.37063581006203,Private room,25,1,7,2018-10-19,2.53,1,9
20560,27446213,Comfortable Apartment with great connectivity,206827879,Tim,Lichtenberg,Neu Lichtenberg,52.506569165556,13.496411740824346,Entire home/apt,100,2,2,2018-08-31,0.81,1,0
20561,27446459,Modern/ Sporty Themed Flat in multicultural Moabit,158010476,Mary,Mitte,Moabit West,52.52860448978221,13.331557338898998,Private room,42,1,1,2018-10-29,1.0,1,95
20562,27446684,*CENTRAL private ROOM in PRENZLAUER BERG*,4940177,Claudia,Pankow,Prenzlauer Berg Nord,52.54790279630578,13.420780201727927,Private room,39,3,6,2018-09-09,2.02,1,258
20563,27446926,Beautiful sunny room w/ Balcony near transport!,53853826,Michael,Pankow,Prenzlauer Berg Nord,52.54987952058112,13.41802507406544,Private room,50,2,8,2018-10-29,3.29,1,78
20564,27448772,our home in Berlin,206843996,Lee,Lichtenberg,Alt-Lichtenberg,52.51222945987753,13.4903435034116,Entire home/apt,100,1,0,,,2,0
20565,27448834,Our Home,206843996,Lee,Lichtenberg,Alt-Lichtenberg,52.513776415383084,13.490330570496821,Private room,55,1,4,2018-10-06,1.26,2,22
20566,27449527,Bright room with balcony near Boxhagener Platz,17394372,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510913859637725,13.461965477214079,Private room,15,5,5,2018-10-21,1.76,1,0
20567,27451871,"Sunny studio near trade fair, stadium, metro, blv.",206862811,Steffen,Charlottenburg-Wilm.,Grunewald,52.49178306901146,13.271904062224673,Private room,55,1,6,2018-09-20,2.02,1,14
20568,27452284,Moe's WG Zimmer,206867333,Sarawut,Neukölln,Reuterstraße,52.48373577885339,13.436350053867896,Private room,20,2,5,2018-09-17,1.69,1,0
20569,27454270,Bright Kreuzberg Rooftop Room,37429313,Fab,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49185480129079,13.415365352881839,Private room,32,2,6,2018-10-12,2.4,1,3
20570,27454315,Sonniges Zimmer im Neuköllner Loft,140734566,Kilian,Neukölln,Rixdorf,52.471491555275364,13.446486590580045,Private room,25,4,1,2018-08-23,0.39,2,1
20571,27454430,"Cozy room in a super-central, great apartment",80898392,Paolo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50448696642742,13.397281313358901,Private room,15,1,6,2018-09-21,2.69,4,0
20572,27454500,Cosy room with balkony next to Boxhagener Platz,149591964,Marc,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512315298216684,13.46536939714467,Private room,25,2,3,2018-09-11,1.38,1,98
20573,27454804,Kreuzberg Loft Studio,206882489,Bettina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493228050715075,13.396110381062446,Entire home/apt,78,1,1,2018-08-26,0.41,1,0
20574,27454977,Berliner Zimmer mit ruhiger Atmosphäre,183900547,Sandra,Lichtenberg,Neu-Hohenschönhausen Süd,52.56352682843091,13.505667837266605,Private room,25,1,12,2018-10-30,4.04,1,336
20575,27455296,Peaceful oasis in Neukölln,4444247,Janna,Neukölln,Schillerpromenade,52.46958345424224,13.42912655154951,Private room,25,2,23,2018-11-05,7.26,1,29
20576,27455513,Studentenzimmer Berlin,41079545,Sebastian,Mitte,Brunnenstr. Nord,52.54382487302767,13.37130497780057,Private room,25,1,3,2018-08-06,0.95,1,98
20577,27456638,Wunderbare Wohnung im Wedding,54063462,Hanna,Mitte,Wedding Zentrum,52.55082941043703,13.355929785187692,Private room,30,3,3,2018-09-17,1.25,1,0
20578,27456659,Nettes Zi. in Berlin - Mahlsdorf für 1-2 Pers.,154382625,Jürgen,Marzahn - Hellersdorf,Mahlsdorf,52.52409404295429,13.628963388380852,Private room,20,2,13,2018-11-05,4.48,2,82
20579,27457544,"Zimmer, 25m² mit Balkon",87748062,Jonathan,Neukölln,Britz,52.4604127986224,13.436955330143006,Private room,30,3,11,2018-09-23,3.98,1,23
20580,27458741,Cosy flat in Berlin Friedrichshain,115354050,Janine,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511510084941165,13.471898311468825,Entire home/apt,60,3,8,2018-10-30,2.55,1,0
20581,27459955,Cosy Flat in Kreuzkölln,3126430,Clara,Neukölln,Reuterstraße,52.48497856497171,13.430839585911773,Entire home/apt,75,4,6,2018-09-30,2.05,1,2
20582,27461153,Berlin  Zentrum Mitte,157216702,Jose Enrique,Mitte,Tiergarten Süd,52.50345568565579,13.3684833024825,Private room,40,2,4,2018-09-25,1.5,1,0
20583,27463382,Quiet room in lovely  Neukölln,76172114,Maria,Neukölln,Neuköllner Mitte/Zentrum,52.46977521694872,13.432033919801814,Private room,30,2,7,2018-10-23,2.33,1,33
20584,27473554,"Helles, großes Altbauzimmer [females only]",11779163,Franzi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49193574897549,13.416671197874036,Private room,42,3,1,2018-08-28,0.42,1,87
20585,27473749,Berlin Station (East/Ring/M10/Park-Hain/Prenzl),207052667,Andre,Pankow,Prenzlauer Berg Ost,52.52779973763482,13.449791387660772,Entire home/apt,50,1,0,,,1,49
20586,27475034,Herzliches zweites zu Hause in Berlin-Mitte,207059902,Marlen,Mitte,Wedding Zentrum,52.54588727551561,13.358904416784425,Private room,49,1,25,2018-10-24,8.15,2,342
20587,27475554,Nice room in Neukölln,11779956,Maaïe,Neukölln,Rixdorf,52.48617680121481,13.450643998669975,Private room,35,2,13,2018-10-18,4.81,1,0
20588,27475960,Nice room in X-berg near Maybachufer with garden,49482414,Philipp,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.496261275821716,13.424935977035663,Private room,45,2,8,2018-10-18,2.55,2,144
20589,27476225,"freundliche Atmosphäre, Helles,ruhiges Zimmer",207067726,Heidi,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.516281765616,13.301493657256994,Private room,20,2,9,2018-11-03,3.6,1,4
20590,27476456,Schönes großes Zimmer im Wedding mit Balkon,39226583,Sebastian,Mitte,Osloer Straße,52.55763855049616,13.391237396858829,Private room,25,3,2,2018-09-03,0.82,1,0
20591,27476568,"Cozy apartment, best location with good connection",20479800,Zarína,Pankow,Prenzlauer Berg Südwest,52.53816419953265,13.421976572282134,Entire home/apt,70,3,2,2018-10-14,1.22,1,293
20592,27476768,110sqm for 8 in Mitte/Prenzlauer Berg,1435273,OTA-Berlin,Pankow,Prenzlauer Berg Südwest,52.529290230115755,13.410566569576016,Entire home/apt,220,4,2,2018-10-25,1.46,7,221
20593,27477123,Altbau Flat in Schöneberg close to Bergmannkiez,3545144,Maria-Elisabeth,Tempelhof - Schöneberg,Schöneberg-Nord,52.48846234262083,13.369463859582613,Entire home/apt,54,2,6,2018-10-21,2.25,1,27
20594,27479744,TOP 2-Raum Wohnung  (Grunewald)/COSY 2 room flat,207095091,Mark,Charlottenburg-Wilm.,Grunewald,52.48526301710218,13.286066662249192,Entire home/apt,50,2,2,2018-09-22,1.0,1,351
20595,27481173,Berlin - Wohlfühlen im  Le Corbusierhaus,59430443,Regina,Charlottenburg-Wilm.,Heerstrasse,52.509304649469506,13.243361844500887,Private room,68,2,1,2018-09-30,0.77,1,8
20596,27481976,big & cozy room in Neukölln,20999911,Phillip,Neukölln,Neuköllner Mitte/Zentrum,52.467922462801994,13.442015456481085,Private room,35,2,1,2018-08-12,0.34,2,4
20597,27482550,A room in Lankwitz - 20 min from the centre,127546784,Aygul,Steglitz - Zehlendorf,Lankwitz,52.43454649245054,13.350317608107051,Private room,22,1,8,2018-09-23,2.76,1,251
20598,27482989,big private room in berlin and central location,207118078,Zam,Lichtenberg,Neu Lichtenberg,52.50465518386907,13.476849262187441,Private room,46,1,16,2018-11-03,5.52,1,54
20599,27483105,Charlie´s,207122364,Charlotte,Pankow,Prenzlauer Berg Südwest,52.53904421064721,13.41907136683617,Private room,40,1,4,2018-09-11,1.38,2,0
20600,27483727,Huge room in Neukölln,35366599,Jakob,Neukölln,Rixdorf,52.47199014265847,13.451352405151516,Private room,25,2,3,2018-09-06,1.1,1,0
20601,27487260,145 m² Penthouse Apartment,157661456,Lilli,Pankow,Pankow Zentrum,52.5663132369824,13.394441595993335,Entire home/apt,150,4,3,2018-10-01,1.03,1,6
20602,27489639,"Sunny flat, 15min sxf, 30min city, near lake/wood",76091555,Tobias,Treptow - Köpenick,Adlershof,52.43799990315833,13.540914207867479,Entire home/apt,99,1,5,2018-10-23,2.0,3,348
20603,27489679,"Sunny room, balcony , SXF 15min,   city 30min",76091555,Tobias,Treptow - Köpenick,Adlershof,52.436527890024344,13.5434208810859,Private room,59,2,2,2018-10-12,1.25,3,365
20604,27490984,Berlin City PrenzlauerBerg ^^,206143013,Zsuzsa,Pankow,Helmholtzplatz,52.54557658242137,13.418394576586008,Private room,35,2,0,,,1,0
20605,27492459,Private Apartment bath/Kitchen/Wifi,207207957,Afshin,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49282429624557,13.321483869230471,Entire home/apt,25,2,7,2018-11-04,2.19,1,4
20606,27494978,Berlin Wohnung 3 Minuten zur Stadtbahn,207243021,Andreas,Lichtenberg,Neu-Hohenschönhausen Nord,52.57391028355997,13.506259102828492,Entire home/apt,21,2,22,2018-10-31,7.59,1,11
20607,27495763,Cozy Apartment Studio in the center of West Berlin,102805870,Pribadi,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51650879946722,13.310844069535804,Entire home/apt,68,5,1,2018-09-07,0.48,1,0
20608,27496937,Cozy entire appartment in Friedrichshain,46629003,Lina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51225934380218,13.454021795817981,Entire home/apt,33,3,5,2018-10-24,1.92,1,9
20609,27498121,CharmingApartment - Simon-Dach Kiez,206492625,Karina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5091989499173,13.454277376934959,Entire home/apt,90,7,8,2018-10-18,2.82,1,121
20610,27498662,Private Two  Rooms Cosy Apartment in Berlin PBerg,24299707,Gilgamesch,Pankow,Prenzlauer Berg Nord,52.54700774984896,13.441031917324873,Entire home/apt,45,4,1,2018-08-17,0.36,1,34
20611,27499168,Düsseldorferstr - 1BR cozy Apartment,207178379,Yoren,Charlottenburg-Wilm.,Düsseldorfer Straße,52.495503084830176,13.311588642779153,Entire home/apt,110,3,1,2018-10-06,0.91,1,344
20612,27499454,Modern Space by Alexanderplatz,207293956,Elise,Mitte,Alexanderplatz,52.52526266096386,13.416529848682758,Private room,100,5,2,2018-08-24,0.77,1,84
20613,27512181,Charming Central Apartment in old Bakery,62518351,Alex,Mitte,Moabit Ost,52.523334411795275,13.35771427185543,Entire home/apt,80,4,8,2018-10-30,2.86,1,334
20614,27513046,Ganzes Apartement sehr zentral für max. 4 Personen,207059902,Marlen,Charlottenburg-Wilm.,Kantstraße,52.51049435818695,13.312956369259824,Private room,25,1,9,2018-10-14,3.07,2,4
20615,27514181,Flat with Balcony (backhouse) in Friedrichshain,207473068,Anne,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.506515517457686,13.456691887090305,Entire home/apt,50,3,3,2018-11-05,1.23,1,5
20616,27514750,Super cosy & bright 70kw/m rooftop appartment,1385793,Maja,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5130091634345,13.465551263344176,Entire home/apt,90,3,1,2018-10-02,0.81,1,22
20617,27514811,"*New*Loft apartment for two, Berlin Friedrichshain",29862383,Benedetta,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51342718369649,13.459269639958489,Entire home/apt,95,2,0,,,1,5
20618,27515369,Ruhige 4-Zi. Familienwohnung in Berlin Mitte,160140425,Daria,Mitte,Alexanderplatz,52.52730235518588,13.39865358125247,Entire home/apt,145,6,0,,,1,310
20619,27515492,Berlin Wohnung,207487366,Derina,Pankow,Pankow Zentrum,52.564166969738686,13.395108873396456,Private room,50,1,1,2018-08-16,0.36,1,66
20620,27515802,Luxary design loft in Berlin,7641518,Marcus,Neukölln,Schillerpromenade,52.48757369007437,13.408912891916653,Entire home/apt,499,1,0,,,1,339
20621,27516513,wunderschönes zimmer!,207498630,Derin,Mitte,Alexanderplatz,52.52087619679814,13.403905096802275,Private room,51,2,0,,,1,0
20622,27521072,"Luxurious private room in Sony Center, Mitte",207552522,Marie,Mitte,Tiergarten Süd,52.50926274097973,13.372967557817574,Private room,199,2,3,2018-10-18,1.84,2,43
20623,27521774,Cute Apartment in Wedding,8474174,Chris,Mitte,Parkviertel,52.5534586323487,13.348566971382947,Entire home/apt,50,3,6,2018-10-08,2.14,1,94
20624,27521989,Home away from Home,42412495,Chuala,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50099051389391,13.409259097389445,Entire home/apt,70,3,12,2018-11-03,5.9,1,0
20625,27522058,Modern & Comfy Room in the Middle of Berlin,67738324,Tim,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50913231846757,13.467229926440279,Private room,40,3,9,2018-11-02,3.7,1,330
20626,27523748,Cosy 2 room apartment in the heart of West Berlin,10009414,Constantin,Charlottenburg-Wilm.,Mierendorffplatz,52.52552409408092,13.3026028792002,Entire home/apt,129,3,1,2018-08-26,0.41,1,35
20627,27524512,Habitación con balcón,6772662,David,Reinickendorf,Ost 1,52.56092774016997,13.37069357754004,Private room,30,3,4,2018-09-21,1.45,1,4
20628,27524867,Doppelbett für Musiker,70678345,Michael,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48877385486208,13.38895630288768,Private room,89,1,2,2018-10-14,0.76,1,14
20629,27525389,Cozy room north of central Berlin :),51843704,Roxane,Mitte,Osloer Straße,52.55545526909054,13.38748196676047,Private room,30,5,0,,,1,74
20630,27526602,Private room in Berlin design apartment,8636215,Andre,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.505586154926156,13.4614259036354,Private room,100,3,1,2018-09-02,0.45,1,58
20631,27527147,Very charming apartment next main points of Berlin,108854791,Raquel,Charlottenburg-Wilm.,Kantstraße,52.51093085259555,13.318805538243891,Entire home/apt,98,3,5,2018-09-30,1.76,1,9
20632,27533123,"Zimmer in heller, wunderschöner Altbauwohnung",55123088,Olga,Pankow,Prenzlauer Berg Süd,52.535582418046786,13.423034232097173,Private room,70,3,3,2018-09-17,1.15,1,0
20633,27534731,Cozy and clean room,19549484,Ninja,Tempelhof - Schöneberg,Schöneberg-Nord,52.49030193936097,13.361714705771735,Private room,35,2,1,2018-08-12,0.34,1,34
20634,27534896,Cozy 1 Room App near City Center,103799972,Dan,Mitte,Moabit Ost,52.53326396886379,13.347173374188898,Entire home/apt,90,2,4,2018-09-24,1.45,1,23
20635,27535865,Most central flat in Berlin @ Alex! - Room 1/3,8537228,Kathrin,Mitte,Alexanderplatz,52.52052144195799,13.411317788611829,Private room,49,3,2,2018-09-17,0.9,3,0
20636,27536313,Gendarmenmarkt & Checkpoint Charlie #Luxury Flat,9406327,Robert,Mitte,Regierungsviertel,52.51432770796346,13.389848514420452,Private room,99,2,12,2018-11-03,4.93,1,34
20637,27536996,Zentrales Zimmer für 2 Personen Nähe Mauerpark,33432331,Daniel,Mitte,Brunnenstr. Nord,52.543353827032576,13.391568594741836,Private room,60,5,4,2018-10-08,1.76,1,0
20638,27537909,*Beautiful Berlin 3 Room Flat at Prenzlauer Berg*,920453,Ninja,Pankow,Prenzlauer Berg Nordwest,52.554619213860846,13.413385481326744,Entire home/apt,90,2,2,2018-10-21,1.28,1,110
20639,27538557,Most central flat in Berlin @ Alex! - Room 2/4,8537228,Kathrin,Mitte,Alexanderplatz,52.519643905280844,13.410439628512018,Private room,35,3,1,2018-09-23,0.65,3,0
20640,27538701,Nicely furnished room with a view in Pankow,9480633,Nikolai,Pankow,Pankow Zentrum,52.56970326395014,13.399481858123595,Private room,29,1,8,2018-09-01,2.64,1,0
20641,27539308,Boho-Style room with second level for one person,92442939,Helen,Charlottenburg-Wilm.,Neue Kantstraße,52.507538032032464,13.301467246141536,Private room,16,5,2,2018-09-11,0.65,1,309
20642,27541627,Helle und ruhige Wohnung in Berlin am Antonplatz,207767313,Tim & Jess,Pankow,Weißensee,52.55204113940256,13.449932209069795,Entire home/apt,30,4,10,2018-10-15,3.37,1,0
20643,27541781,Gemütliche Berliner 2 raum Wohnung Zentral,207768091,Jonas,Mitte,Osloer Straße,52.55436250682442,13.384968739189574,Entire home/apt,50,2,8,2018-10-28,3.69,1,47
20644,27544648,Beautiful room with balcony in hip Prenzlauer Berg,172292729,Helene,Pankow,Helmholtzplatz,52.54182988487868,13.421538519774936,Private room,40,1,4,2018-10-28,1.54,1,0
20645,27545952,Grüne Privatwohnung mit Blick in den Himmel,204937978,Jona Frederik,Neukölln,Neuköllner Mitte/Zentrum,52.46777558950082,13.431656879449987,Private room,50,4,0,,,1,0
20646,27546457,Cosy Central Apartment for Two,98833259,Oskar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494601645799214,13.41868361344275,Entire home/apt,60,2,8,2018-10-28,2.61,1,258
20647,27547382,cozy 2-Room Apartment in Berlin-Neukölln,115790786,Pascal / Dennis,Neukölln,Rixdorf,52.47070274300634,13.44285604676184,Entire home/apt,70,2,8,2018-10-12,2.7,6,141
20648,27547671,Huge Room in Penthouse,24925963,Liza,Neukölln,Reuterstraße,52.481453704377174,13.439160952982276,Private room,35,2,11,2018-10-28,4.23,2,46
20649,27548249,Spacious and bright room in the center of Fhain,1760878,Balázs,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51290950109421,13.45911741474466,Private room,40,3,2,2018-09-07,0.91,1,4
20650,27548361,"Flat in Berlin, near Alexanderplatz",63626957,Pía,Pankow,Prenzlauer Berg Süd,52.53570820274634,13.424100243312585,Private room,40,4,3,2018-09-18,1.13,3,14
20651,27549302,Nice Sunny Apartment in P'Berg,155906168,Marcella,Pankow,Prenzlauer Berg Ost,52.534380715781616,13.436618489171744,Entire home/apt,46,4,7,2018-10-13,2.56,2,33
20652,27549377,Stylish & Cozy apartment in Mitte/Prenzlauerberg,7257673,Mark,Mitte,Brunnenstr. Süd,52.53508626580275,13.400208294404102,Entire home/apt,350,2,1,2018-08-16,0.36,1,0
20653,27550198,Small room but very cozy in mahlsdorf Berlin!!,207851678,Ahmed,Marzahn - Hellersdorf,Mahlsdorf,52.48391593783066,13.588270814542115,Private room,26,1,16,2018-11-03,6.96,1,158
